"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","trstsci","vote","contplt","donprty","badge","sgnptit","pbldmna","bctprd","pstplonl","volunfp","clsprty","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","lrnobed","loylead","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdnm","rlgblge","rlgdnme","rlgdgr","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscrdk","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","ccnthum","ccrdprs","wrclmch","vteurmmb","vteubcmb","implvdm","gndr","rshpsts","lvgptnea","dvrcdeva","marsts","maritalb","chldhhe","domicil","edulvlb","eisced","eduyrs","pdwrk","edctn","uempla","uempli","dsbld","rtrd","cmsrv","hswrk","dngoth","dngref","dngdk","dngna","mainact","mnactic","crpdwk","pdjobev","pdjobyr","emplrel","emplno","wrkctra","jbspv","njbspv","wkdcorga","iorgact","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hinctnta","hincfel","eiscedp","pdwrkp","edctnp","uemplap","uemplip","dsbldp","rtrdp","cmsrvp","hswrkp","dngothp","dngdkp","dngnapp","dngrefp","dngnap","mnactp","crpdwkp","emprelp","eiscedf","emprf14","eiscedm","emprm14","atncrse","stfmjob","trdawrk","jbprtfp","pfmfdjba","dcsfwrka"
"ESS10e03_2",10,"3.2","02.11.2023",50160,"NO",0.9930514,0.28727224,0.31678087,0.09100235,0.00087436294,2269,19676,20,5,600,7,7,6,3,3,1,3,2,6,8,9,6,7,7,9,7,1,2,2,2,2,2,1,2,1,1,2,6,8,8,7,8,8,8,4,2,5,2,5,2,2,1,3,3,6,6,5,8,4,4,2,2,1,3,2,7,7,1,2,6,66,6,6,6,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,3,6,3,,2,9,1,3,6,2,6,6,6,4,321,3,99,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,2,66666,8,7,2,2,6,6,3,1,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,1,3,1,6,1,1,8,2,3,4,2
"ESS10e03_2",10,"3.2","02.11.2023",50178,"NO",1.0009617,0.70610875,0.31678087,0.22368173,0.00086745323,2260,19370,120,5,240,7,5,9,2,2,2,2,2,10,10,10,8,9,88,10,10,1,2,2,1,1,2,1,2,2,1,2,7,10,10,10,99,7,7,3,1,5,2,10,2,2,1,1,1,6,10,10,10,6,3,3,2,1,3,3,8,6,2,66,2,66,3,6,7,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,2,1,1,4,10,4,,2,10,2,1,1,2,66,1,6,4,321,3,13,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,2,66666,10,7,2,2,6,6,1,1,5,1,88,0,0,1,0,0,0,0,0,0,0,0,0,0,66,2,6,7,3,7,3,2,10,4,2,2,1
"ESS10e03_2",10,"3.2","02.11.2023",50180,"NO",0.9903567,3.128155,0.31678087,0.9909396,0.00087674207,2251,18831,30,5,360,3,3,4,3,4,4,3,3,5,2,4,2,5,6,8,7,3,2,1,1,1,2,1,1,2,1,1,2,9,4,2,6,7,6,1,1,5,1,7,4,4,2,2,1,8,10,9,9,7,2,4,2,1,1,3,7,6,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,4,7,4,,1,5,2,66,2,2,6,6,2,4,313,4,14,1,1,0,0,0,0,0,0,0,0,0,0,2,2,6,6,6666,1,66666,2,2,66666,7,8,2,2,6,6,1,8,2,1,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,6,5,1,7,1,1,7,2,2,1,2
"ESS10e03_2",10,"3.2","02.11.2023",50209,"NO",1.0247961,0.35794756,0.31678087,0.11339094,0.0008472781,2246,19675,60,5,60,7,9,8,2,3,2,3,3,7,9,9,7,8,8,9,9,1,1,2,1,2,2,2,2,1,2,6,9,10,9,7,8,9,10,2,2,4,2,6,1,1,1,1,2,9,9,10,10,4,5,3,2,1,3,3,9,9,2,66,2,66,6,5,5,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,3,8,3,,2,10,1,2,2,2,66,2,1,4,321,3,9,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2015,1,66666,1,2,66666,8,8,2,2,6,6,1,1,2,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,6,88,2,2,2,2,66,6,66,6,6
"ESS10e03_2",10,"3.2","02.11.2023",50229,"NO",1.0006591,0.33104685,0.31678087,0.104869306,0.0008677155,2259,19617,30,5,8888,8,8,8,2,4,2,4,3,9,9,9,7,7,7,8,9,3,2,2,2,9,2,2,2,2,2,6,4,9,9,7,9,9,9,3,1,5,2,5,4,4,2,2,2,9,8,9,10,3,6,3,2,2,1,3,7,5,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,2,2,2020,1,2,2,4,7,3,,2,10,2,3,6,1,4,4,6,1,710,7,99,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,2,66666,9,3,1,2,6,6,1,1,9,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,1,5,4,6,1,2,9,3,2,1,2
"ESS10e03_2",10,"3.2","02.11.2023",50244,"NO",0.99555844,1.0418906,0.31678087,0.330051,0.0008721611,2274,18793,30,5,270,8,8,7,3,2,2,4,4,10,7,5,5,8,7,8,8,1,2,2,1,1,2,2,2,1,1,2,7,7,10,10,10,7,9,4,1,4,1,10,5,5,9,9,9,10,10,10,7,5,2,2,1,1,4,1,8,10,2,66,1,2,0,7,7,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,3,5,2,,1,10,1,1,1,1,66,1,1,3,720,7,23,0,0,0,0,1,0,0,0,0,0,0,0,66,5,2,1,2015,1,66666,1,1,5,8,5,2,2,6,6,9,6,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,2,3,1,3,1,2,66,6,66,6,6
"ESS10e03_2",10,"3.2","02.11.2023",50258,"NO",0.9880718,0.5435635,0.31678087,0.17219052,0.0008787695,2239,20087,60,5,300,8,8,5,2,3,3,3,5,8,9,9,7,10,8,10,10,1,2,2,1,2,2,2,2,2,2,6,2,9,8,8,10,6,8,1,1,5,1,6,3,4,2,2,2,8,10,9,8,6,4,3,2,1,2,3,8,2,2,66,2,66,1,7,7,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,5,5,3,,1,10,1,1,1,2,66,1,2,1,610,6,17,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,2,66666,7,9,2,1,2,1,3,1,4,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,2,6,1,6,1,6,1,2,8,2,2,1,1
"ESS10e03_2",10,"3.2","02.11.2023",50264,"NO",1.0065701,0.4020291,0.31678087,0.12735513,0.0008626199,2272,19809,60,4,30,5,8,8,3,3,3,3,3,7,10,8,7,8,88,8,6,1,2,2,2,2,2,2,2,2,1,2,5,8,5,7,9,10,10,2,1,5,1,5,3,4,3,3,3,3,7,6,7,2,0,2,2,2,3,2,10,7,2,66,1,4,4,7,7,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,3,4,3,,2,10,1,66,1,2,6,6,2,2,321,3,11,0,0,0,0,1,0,0,0,0,0,0,0,66,5,2,1,8888,1,66666,2,2,66666,0,0,2,1,1,2,3,6,88,3,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,6,7,1,6,1,2,66,6,66,6,6
"ESS10e03_2",10,"3.2","02.11.2023",50270,"NO",1.000844,1.7545807,0.31678087,0.5558176,0.0008675552,2258,19525,5,5,120,7,6,6,4,2,1,2,2,6,7,7,3,3,5,7,7,1,2,2,2,2,2,2,2,2,2,6,7,3,3,2,6,7,8,2,2,4,2,5,2,2,2,2,2,5,5,5,5,5,0,2,2,2,2,3,8,5,1,2,6,66,5,5,2,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,3,6,3,,1,9,2,66,1,1,5,5,6,3,313,4,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,2,66666,8,0,1,1,1,2,3,1,3,2,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,6,2,1,2,1,2,7,3,1,1,2
"ESS10e03_2",10,"3.2","02.11.2023",50311,"NO",0.9880718,0.8392094,0.31678087,0.26584548,0.0008787695,2239,19719,30,5,360,4,5,2,3,3,2,2,3,7,5,5,3,5,5,8,8,3,2,2,2,2,2,2,1,1,2,6,6,4,5,7,8,7,9,4,1,5,1,5,3,3,2,1,1,7,9,9,4,6,2,3,2,2,2,3,8,10,2,66,2,66,3,7,6,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,2,1,4,9,4,,2,10,1,66,2,2,6,6,2,2,213,2,11,0,1,0,0,0,0,0,0,0,0,0,0,66,2,2,1,2020,3,66666,3,9,99999,1,0,2,2,6,6,3,1,6,1,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,6,6,2,88,1,2,66,6,66,6,6
"ESS10e03_2",10,"3.2","02.11.2023",50349,"NO",1.0134212,0.51392835,0.31678087,0.16280267,0.00085678825,2243,19195,120,1,6666,5,5,5,2,2,2,3,2,8,9,9,5,6,4,8,7,1,2,2,2,2,2,2,2,2,1,2,8,8,7,7,8,7,6,2,3,4,3,6,2,2,2,2,2,3,6,5,7,3,1,2,2,2,2,3,7,6,1,2,6,66,3,5,7,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,4,5,3,,1,9,1,1,1,2,66,1,1,1,213,2,14,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2014,1,66666,1,2,66666,8,6,2,1,1,2,3,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,6,88,2,88,1,2,66,6,66,6,6
"ESS10e03_2",10,"3.2","02.11.2023",50384,"NO",0.9716549,4.0014205,0.31678087,1.2675735,0.00089361705,2255,19295,15,5,120,5,8,5,3,3,2,3,2,5,6,8,5,5,5,7,8,3,2,2,2,2,2,2,2,2,2,6,4,5,7,7,8,8,9,2,1,5,1,5,3,2,2,2,2,7,7,8,8,6,4,3,2,2,2,3,7,7,2,66,2,66,4,5,7,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,3,6,3,,2,8,2,66,2,2,6,6,2,3,213,2,12,0,1,0,0,0,0,0,0,0,0,0,0,66,2,2,1,2021,1,66666,2,2,66666,2,0,2,2,6,6,3,1,8,1,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,6,7,1,7,1,2,66,6,66,6,6
"ESS10e03_2",10,"3.2","02.11.2023",50389,"NO",1.0065701,0.28311354,0.31678087,0.08968495,0.0008626199,2272,19942,60,5,240,8,7,9,2,2,2,2,2,8,9,8,6,6,7,9,4,1,1,2,2,2,2,1,2,2,1,2,9,9,9,8,8,7,7,3,2,5,3,4,2,3,2,2,2,7,6,8,9,6,4,2,2,1,1,3,8,8,2,66,2,66,3,7,7,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,4,7,4,,2,10,1,3,6,1,4,4,1,3,510,5,16,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2019,1,66666,1,1,3,8,5,2,1,1,1,1,4,4,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,6,7,1,5,1,2,66,6,66,6,6
"ESS10e03_2",10,"3.2","02.11.2023",50391,"NO",0.995292,3.2408688,0.31678087,1.0266452,0.0008723946,2257,18853,15,4,60,6,4,7,3,3,2,4,3,6,5,6,4,5,4,99,6,2,2,2,2,2,2,2,2,2,2,6,6,6,7,7,6,2,4,2,2,2,1,8,2,3,3,1,1,4,4,7,9,5,2,3,1,1,3,3,6,5,2,66,2,66,3,6,7,2,0,0,0,0,0,0,0,0,0,0,2,2,2010,2,2,2,2,8,1,,2,4,2,1,2,2,66,1,6,3,313,4,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,2,2,66666,8,2,2,2,6,6,3,1,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,1,4,3,4,3,2,8,4,4,2,2
"ESS10e03_2",10,"3.2","02.11.2023",50397,"NO",0.995292,3.2408688,0.31678087,1.0266452,0.0008723946,2257,20029,30,5,510,8,8,8,2,4,3,3,2,7,9,9,7,7,5,8,7,1,1,1,2,2,2,2,1,2,1,2,4,6,4,8,10,9,8,2,1,5,1,1,3,3,2,2,2,5,5,5,6,6,3,3,2,1,3,2,10,8,1,2,6,66,5,6,7,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,3,6,3,,2,10,2,66,1,1,4,4,6,3,313,4,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,2,66666,9,5,2,2,6,6,3,1,3,2,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,6,3,1,2,1,2,7,4,2,2,2
"ESS10e03_2",10,"3.2","02.11.2023",50400,"NO",1.0301433,1.7464978,0.31678087,0.55325705,0.0008428802,2245,19551,180,1,6666,5,9,8,2,4,2,3,1,6,5,6,4,4,6,6,4,1,2,2,2,2,2,2,2,2,2,6,7,6,8,7,9,8,10,3,2,5,2,5,2,2,2,2,2,5,5,5,4,6,3,1,1,1,5,1,10,6,1,2,6,66,9,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,4,4,2,,2,10,1,66,1,1,4,4,1,3,213,2,10,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2007,2,0,6,2,66666,10,10,2,1,1,2,3,4,1,4,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,6,88,1,88,2,2,66,6,66,6,6
"ESS10e03_2",10,"3.2","02.11.2023",50446,"NO",1.0247961,0.2737849,0.31678087,0.08672982,0.0008472781,2246,19293,240,5,180,9,9,8,2,4,3,4,3,9,10,8,7,7,4,8,8,1,1,1,2,2,2,1,1,1,1,1,5,9,3,3,10,9,8,1,1,5,2,0,2,2,2,3,3,3,6,7,10,7,4,4,2,1,2,3,10,1,2,66,1,2,0,7,7,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,3,5,3,,2,10,1,66,2,2,5,5,1,4,510,5,16,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2002,2,1,6,2,66666,10,10,2,2,6,6,1,4,3,1,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,6,5,2,2,2,2,66,6,66,6,6
"ESS10e03_2",10,"3.2","02.11.2023",50452,"NO",0.99555844,1.0418906,0.31678087,0.330051,0.0008721611,2274,19496,60,5,120,7,6,4,2,3,2,2,3,8,8,8,6,5,3,6,8,1,2,2,2,2,2,1,2,2,1,2,3,7,7,7,7,8,6,2,1,5,2,5,3,5,2,2,2,8,6,5,7,4,4,3,2,1,1,3,7,6,2,66,2,66,3,7,6,1,0,1,0,0,0,0,0,0,0,0,1,2,2010,1,2,2,4,8,4,,2,10,1,1,1,2,66,1,6,3,620,6,17,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,0,6,2,66666,10,10,1,1,1,1,2,1,5,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,66,2,6,7,2,6,2,1,7,3,4,2,3
"ESS10e03_2",10,"3.2","02.11.2023",50459,"NO",0.9930514,0.28727224,0.31678087,0.09100235,0.00087436294,2269,19566,15,5,480,8,8,5,2,3,4,4,3,6,7,9,6,6,5,5,7,1,2,2,1,1,2,1,2,1,1,2,3,7,6,5,6,7,8,3,1,5,1,4,4,4,2,2,1,8,8,8,7,7,4,4,2,2,2,3,7,5,2,66,1,2,1,5,7,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,4,7,3,,2,9,1,66,2,2,6,6,2,1,313,4,16,1,1,0,0,0,0,0,0,0,0,0,0,2,2,6,6,6666,1,66666,1,2,66666,5,0,2,2,6,6,2,8,1,3,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,6,5,1,6,1,1,7,3,3,1,3
"ESS10e03_2",10,"3.2","02.11.2023",50513,"NO",0.9965307,0.348075,0.31678087,0.1102635,0.0008713102,2240,19641,90,5,120,7,8,7,2,2,3,2,3,7,8,4,7,4,6,6,7,1,2,2,2,2,2,2,2,1,2,6,8,8,8,7,8,6,9,2,3,5,3,5,3,2,2,2,2,5,6,6,8,7,6,4,2,2,2,2,9,6,2,66,2,66,5,5,6,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,3,8,3,,1,10,1,66,1,2,6,6,1,2,421,5,14,0,0,0,0,1,1,0,0,0,0,0,0,5,5,2,1,2014,1,66666,1,2,66666,10,8,2,1,2,2,2,4,3,2,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,6,5,1,5,1,2,66,6,66,6,6
"ESS10e03_2",10,"3.2","02.11.2023",50535,"NO",1.0009617,0.67811024,0.31678087,0.21481235,0.00086745323,2260,19374,120,5,300,7,8,7,3,3,2,2,2,6,7,8,6,6,6,7,7,1,2,2,2,1,2,2,2,2,2,6,5,8,8,6,8,7,7,4,1,5,1,5,3,2,2,2,2,5,5,6,8,4,3,2,2,1,1,3,6,4,2,66,2,66,1,7,7,2,0,0,0,0,0,0,0,0,0,0,1,1,6666,1,1,1,3,6,2,,88,9,2,3,6,2,6,6,6,2,610,6,17,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,2,66666,10,5,2,2,6,6,3,1,8,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,1,3,1,3,2,1,8,2,2,2,2
